ID,Code,ประเภท Facter,ข้อย่อย,Weight,Target,คำอธิบาย
,18,2,การประเมินผลการพยาบาล (Nursing Evauation),1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,18,2,การดูแลต่อเนื่องและใช้กระบวนการตั้งแต่แรกรับจนจำหน่าย,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,18,2,การปฏิบัติตามจรรยาบรรณวิชาชีพและการปฏิบัติตามสิทธิผู้ป่วย,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,18,2,การประสานงานร่วมกันกับทีมสหสาขาวิชาชีพ,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,19,2,ความสามารถในการประเมินผู้ป่วย หัวใจหยุดเต้น / หยุดหายใจ,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,19,2,ตามทีมช่วยชีวิตได้ในเวลาที่รวดเร็ว (เป็นไปตามนโยบาย),1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,19,2,เริ่มการช่วยชีวิตด้วยการนวดหัวใจ (Chest compression),1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,19,2,ทักษะการกดนวดหัวใจถูกต้อง (กดลึก-ปล่อยสุด-อัตรา ถูกต้อง),1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,19,2,"การบันทึกข้อมูล (CPR Record , แบบบันทึกทางการพยาบาล) ",1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,19,2,ประเมินอาการ (ประเมินซ้ำ ในภาวะ Arrest),1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,19,2,ดูแล Post CPR,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,19,2,การให้ข้อมูลญาติ,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,19,2,ประเมินภาวะ early warning sign ได้,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,19,2,จัดการดูแลและประสานการดูแลเมื่อเกิดภาวะ Pre Arrest sign,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,19,2,บันทึกส่งต่อข้อมูลและวางแผนการดูแลเมื่อผู้ป่วยมีภาวะ Pre Arrest sign ,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,20,2,การรับคำสั่งแพทย์ / การทวนสอบคำสั่งแพทย์,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,20,2,การซักประวัติการใช้ยาและการแพ้ยา รวมทั้งยาที่ได้รับการรักษาต่อเนื่อง(Medreconcile),1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,20,2,การจัดเตรียมยาตามหลัก Aseptic เทคนิค / จัดเก็บยาในสถานที่สะอาด ปลอดภัยและถูกต้องตามมาตรฐาน,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,20,2,การให้ข้อมูลเกี่ยวกับยา อาการข้างเคียงของยาแก่ผู้ป่วยและครอบครัวทุกครั้งก่อน Admin ยา,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,20,2,การบริหารยาตามหลัก 6 R (Right drug - Right dose -Right time - Right Patient - Right route - Right technique),1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,20,2,"การเฝ้าติดตามประเมินอาการหลังให้ยาและการรายงานแก้ไขปัญหา
เมื่อเกิดภาวะแทรกซ้อน",1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,20,2,กรณีการบริหารยาHigh Alert Drug มีการ cross check และเฝ้าระวังการบริหาร (ตามนโยบาย),1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,20,2,การบันทึกการบริหารยาและการแพ้ยา ตามเวลาและอาการที่เกิดขึ้นจริง,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,21,2,การรับคำสั่งแพทย์/การทวนสอบคำสั่งการให้สารน้ำทางหลอดเลือดดำ,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,21,2,การเตรียมสารน้ำทางหลอดเลือดดำตามหลัก Aseptic เทคนิคในสถานที่สะอาดปลอดภัย และการจัดเก็บสารละลายทางหลอดเลือดดำที่มีความเข้มข้นสูงตามมาตรฐาน,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,21,2,การเลือกตำแหน่งเส้นเลือดที่เหมาะสมกับการให้สารน้ำทางหลอดเลือดดำ,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,21,2,การให้ข้อมูลความรู้เกี่ยวกับการให้สารน้ำทางหลอดเลือดดำ แก่ผู้ป่วยและครอบครัว,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,21,2,การบริหารสารน้ำทางหลอดเลือดดำ ตามหลัก 6 R (Right drug - Right dose -Right time - Right Patient - Right route - Right technique),1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,21,2,การเฝ้าติดตามประเมินอาการหลังให้สารน้ำทางหลอดเลือดดำและการรายงานแก้ไขปัญหาเมื่อเกิดภาวะแทรกซ้อน,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,21,2,การบันทึกการบริหารสารน้ำทางหลอดเลือดดำโดยระบุบริเวณที่ให้และชนิดของ catheter และอาการและอาการแสดงที่เป็นผลลัพธ์ที่เกิดขึ้นก่อน ขณะและหลังการได้รับสารน้ำ  ,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,22,2,การรับคำสั่งแพทย์/การทวนสอบคำสั่งการให้เลือดและส่วนประกอบของเลือด,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,22,2,การซักประวัติการได้รับเลือดและการแพ้เลือด และประเมินความต้องการในการได้รับเลือด,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,22,2,การขอเลือดและการเตรียมเลือด ตามวิธีปฏิบัติการขอเลือด,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,22,2,การให้ข้อมูลเกี่ยวกับการให้เลือด และส่วนประกอบของเลือดและการดูแลตนเองขณะได้รับเลือดแก่ผู้ป่วยและครอบครัว,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,22,2,การบริหารเลือดและส่วนประกอบของเลือด ตามวิธีปฏิบัติการให้เลือด,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,22,2,การเฝ้าติดตามประเมินอาการ และการรายงานแก้ไขปัญหาเมื่อเกิดภาวะแทรกซ้อนหลังให้เลือดและส่วนประกอบของเลือด,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,22,2,การบันทึกการให้เลือดและส่วนประกอบของเลือด โดยระบุบริเวณที่ให้และชนิดของ catheterและอาการและอาการแสดงที่เป็นผลลัพธ์ที่เกิดขึ้นก่อน ขณะและหลังการให้เลือดและ ส่วนประกอบของเลือด,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,23,2,เลือกเครื่องมือประเมินความเจ็บปวดได้ถูกต้อง เหมาะสมกับผู้ป่วย,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,23,2,ประเมินระดับของความเจ็บปวด (PAIN Score) และบันทึกผลได้ถูกต้อง,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,23,2,"การประเมินอาการปวดให้ครอบคลุมในเรื่อง ต่อไปนี้  ตำแหน่ง , ลักษณะ , ความถี่ , ระยะเวลา , ปัจจัยและผลกระทบของอาการปวด",1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,23,2,ประเมินพยาธิสภาพและสาเหตุของอาการปวดและความผิดปกติที่เกิดร่วมกับอาการปวด,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,23,2,มีการประเมินอาการปวดและประเมินซ้ำได้ถูกต้อง (ตามนโยบาย),1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,23,2,วางแผนการดูแลเพื่อร่วมกับผู้ป่วยแล ะญาติ และสหสาขาวิชาชีพ เพื่อลดความเจ็บปวด ประเมินผลและบันทึก,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,23,2,สรุปปัญหาความเจ็บปวด  เพื่อการดูแลต่อเนื่อง เมื่อปัญหาสิ้นสุดหรือจำหน่ายผู้ป่วยลงในแบบบันทึก,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,23,2,วางแผนจำหน่าย โดยการมีส่วนร่วมของผู้ป่วยและญาติ,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,23,2,ช่วยเหลือ ดูแลประสานบริการ และบำบัดอาการปวด โดยเลือกใช้วิธีการจัดการกับความเจ็บปวด ได้อย่างเหมาะสมและต่อเนื่อง,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,23,2,ป้องกันภาวะแทรกซ้อนอื่นที่อาจเกิดจากการจัดการความปวด,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,23,2,การให้ความรู้ผู้ป่วยเรื่องความปวดให้คำแนะนำถึงวิธีการอื่นๆ เพื่อลดความเจ็บปวดแก่ผู้ป่วยและครอบครัว,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,24,2, ประเมินการได้รับสารน้ำและสารอาหารประจำวันของผู้ป่วยเบื้องต้นได้,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,24,2,ประเมินการได้รับอาหารเสริม/วิตามินประจำวัน,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,24,2,ประเมินความสมดุลระหว่างน้ำหนักและส่วนสูง(BMI)ของผู้ป่วยได้,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,24,2,ประเมินภาวะฟัน การเคี้ยวและการกลืน,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,24,2,ประเมินผิวหนัง ความตึงตัวของผิวหนังรวมถึง Conjunctiva,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,24,2,สอนและแนะนำการได้รับสารอาหารและน้ำในกรณีผู้ป่วยไม่มีปัญหาเฉพาะด้านของร่างกาย ,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,24,2,สอนและแนะนำการได้รับสารอาหารและน้ำในกรณีผู้ป่วยที่ต้องได้รับอาหารเฉพาะโรค,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,24,2,สอนและแนะนำการได้รับสารอาหารและน้ำในกรณีผู้ป่วยที่ต้องได้รับอาหารช่องทางพิเศษ NG Tube,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,24,2,ประสานสหสาขาในการจัดการด้านโภชนาการได้ถูกต้อง (ตามนโยบาย),1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,25,2,อธิบายความหมายของ Standard precaution ,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,25,2,Hand Hygiene ความรู้และการปฏิบัติล้างมือได้ถูกต้องตามนโยบาย (5 moment 7 step),1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,25,2,"สวมถุงมือก่อนสัมผัสเลือดและสารคัดหลั่งหรือกิจกรรมที่เสี่ยงต่อการสัมผัสเลือดหรือสารคัดหลั่ง , ใช้ 1 คู่ / 1 กิจกรรม",1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,25,2,การจัดการของมีคมติดเชื้อสามารถทิ้งขยะมีคมติดเชื้อถูกภาชนะที่กำหนดไว้ และแนวทางปฏิบัติเมื่อถูกของมีคมทิ่มตำหรือสารคัดหลั่งกระเด็นเข้าตา,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,25,2,การจัดการของ sterile รู้วิธีการจัดการกับอุปกรณ์ปราศจากเชื้อใกล้วันหมดอายุ การจัดเรียง First in first out และการใช้ตามหลัก aseptic technique,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,25,2,การจัดการขยะติดเชื้อ   อธิบายประเภทของขยะได้ และสามารถแยกทิ้งขยะได้ถูกต้อง,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,25,2,อธิบายความหมายของ PPE และเลือกใช้ PPE ได้ถูกต้องกับสถานการณ์,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,25,2,สามารถอธิบายความหมายของผ้าเปื้อนทั่วไปและผ้าเปื้อนติดเชื้อได้ และจัดการแยกผ้าลงถังถูกต้อง ไม่มีอุปกรณ์หรือของใช้ต่างๆติดไปกับผ้าเปื้อน,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
,25,2,อธิบายแนวทางการเคลื่อนย้ายผู้ป่วยที่มีอาการทางระบบทางเดินหายใจ,1,3,"5 คะแนน   หมายถึง  สอนงาน
4 คะแนน   หมายถึง  พัฒนา 
3 คะแนน   หมายถึง  เสนอแนะ
 2 คะแนน   หมายถึง  ทำได้
1 คะแนน   หมายถึง  เข้าใจ"
